"GEOID","median_income","State","County","UnhealthyDaysMonth"
"28157",34928,"Mississippi","Wilkinson",4.7602180709
"28159",45516,"Mississippi","Winston",4.5967792896
"28161",47006,"Mississippi","Yalobusha",4.5290625334
"28163",41867,"Mississippi","Yazoo",4.8838755796
"29001",51020,"Missouri","Adair",4.9337782555
"29003",68774,"Missouri","Andrew",4.2744863557
"29005",58521,"Missouri","Atchison",4.7526400757
"29007",51745,"Missouri","Audrain",5.1587916936
"29009",55592,"Missouri","Barry",5.1041936363
"29011",48105,"Missouri","Barton",5.4647852771
"29013",54122,"Missouri","Bates",5.066243143
"29015",50229,"Missouri","Benton",5.0894741945
"29017",52306,"Missouri","Bollinger",5.3317483582
"29019",66564,"Missouri","Boone",4.2437697768
"29021",58303,"Missouri","Buchanan",4.7824871206
"29023",47245,"Missouri","Butler",5.6116217027
"29025",58269,"Missouri","Caldwell",5.0249164178
"29027",70599,"Missouri","Callaway",4.557682023
"29029",59834,"Missouri","Camden",4.5479126956
"29031",65070,"Missouri","Cape Girardeau",4.3652023498
"29033",59101,"Missouri","Carroll",4.728408282
"29035",45737,"Missouri","Carter",5.3334511192
"29037",82473,"Missouri","Cass",3.9407548884
"29039",43589,"Missouri","Cedar",5.349742346
"29041",61910,"Missouri","Chariton",4.6582340886
"29043",75787,"Missouri","Christian",4.2824241322
"29045",53362,"Missouri","Clark",5.052590743
"29047",82264,"Missouri","Clay",4.2058899053
"29049",66494,"Missouri","Clinton",4.5325290752
"29051",70667,"Missouri","Cole",4.0566410318
"29053",62239,"Missouri","Cooper",4.6459877431
"29055",52367,"Missouri","Crawford",5.207148577
"29057",46806,"Missouri","Dade",5.4439203178
"29059",46547,"Missouri","Dallas",5.2706594919
"29061",59706,"Missouri","Daviess",5.1228346131
"29063",67910,"Missouri","DeKalb",4.4852531809
"29065",51410,"Missouri","Dent",5.2205916803
"29067",47848,"Missouri","Douglas",5.2332062541
"29069",44868,"Missouri","Dunklin",5.6177535233
"29071",70111,"Missouri","Franklin",4.5903520138
"29073",62638,"Missouri","Gasconade",4.6075445591
"29075",53799,"Missouri","Gentry",4.898893394
"29077",54968,"Missouri","Greene",4.5101075648
"29079",51045,"Missouri","Grundy",4.9036166227
"29081",51809,"Missouri","Harrison",5.3006680781
"29083",54903,"Missouri","Henry",4.901537067
"29085",33302,"Missouri","Hickory",5.5547961865
"29087",55153,"Missouri","Holt",4.6930729479
"29089",59023,"Missouri","Howard",4.5679413219
"29091",46401,"Missouri","Howell",5.66705631
"29093",53401,"Missouri","Iron",5.0170639718
"29095",65169,"Missouri","Jackson",4.4240882296
"29097",54963,"Missouri","Jasper",4.763591925
"29099",77217,"Missouri","Jefferson",4.2795198967
"29101",62503,"Missouri","Johnson",4.5305545757
"29103",49167,"Missouri","Knox",5.3197908384
"29105",49202,"Missouri","Laclede",5.0201043651
"29107",78397,"Missouri","Lafayette",4.472067321
"29109",52225,"Missouri","Lawrence",5.2210913306
"29111",49779,"Missouri","Lewis",5.1457054895
"29113",82543,"Missouri","Lincoln",4.512249462
"29115",58435,"Missouri","Linn",4.8713665075
"29117",58772,"Missouri","Livingston",4.9599582433
"29119",46494,"Missouri","McDonald",5.7386747184
"29121",54113,"Missouri","Macon",4.4696759487
"29123",54042,"Missouri","Madison",4.7667878974
"29125",56491,"Missouri","Maries",4.9244258152
"29127",62492,"Missouri","Marion",4.793929401
"29129",55592,"Missouri","Mercer",4.9649553702
"29131",53490,"Missouri","Miller",4.8251627734
"29133",40833,"Missouri","Mississippi",6.0630772304
"29135",66792,"Missouri","Moniteau",4.7247832227
"29137",50245,"Missouri","Monroe",5.0300225695
"29139",58660,"Missouri","Montgomery",4.9527918591
"29141",48841,"Missouri","Morgan",5.2038452568
"29143",44092,"Missouri","New Madrid",5.4510590278
"29145",60313,"Missouri","Newton",4.9360844324
"29147",53917,"Missouri","Nodaway",4.5063996877
"29149",41365,"Missouri","Oregon",5.5552973066
"29151",70313,"Missouri","Osage",4.2413880965
"29153",39125,"Missouri","Ozark",5.6855203782
"29155",37426,"Missouri","Pemiscot",5.9139685538
"29157",61486,"Missouri","Perry",4.7368959949
"29159",57581,"Missouri","Pettis",5.0394384452
"29161",53242,"Missouri","Phelps",4.7910521076
"29163",53363,"Missouri","Pike",4.8198522954
"29165",92543,"Missouri","Platte",3.7597183797
"29167",54487,"Missouri","Polk",4.8957598582
"29169",62541,"Missouri","Pulaski",4.6099716061
"29171",50950,"Missouri","Putnam",4.5053619143
"29173",62615,"Missouri","Ralls",4.5956150818
"29175",51480,"Missouri","Randolph",5.1610229242
"29177",69779,"Missouri","Ray",4.981039319
"29179",43856,"Missouri","Reynolds",5.2628471525
"29181",42541,"Missouri","Ripley",5.4796469599
"29183",99596,"Missouri","St. Charles",3.8214790279
"29185",43483,"Missouri","St. Clair",5.2213195654
"29186",61215,"Missouri","Ste. Genevieve",4.5756867526
"29187",53083,"Missouri","St. Francois",5.0190219413
"29189",78067,"Missouri","St. Louis",3.9874160307
"29195",55396,"Missouri","Saline",4.7551506567
"29197",53728,"Missouri","Schuyler",4.5734037075
"29199",58656,"Missouri","Scotland",4.8389406609
"29201",54621,"Missouri","Scott",5.080827072
"29203",46767,"Missouri","Shannon",5.1035678946
"29205",50387,"Missouri","Shelby",5.2175920866
"29207",51703,"Missouri","Stoddard",5.3930012835
"29209",58392,"Missouri","Stone",4.904882542
"29211",53438,"Missouri","Sullivan",5.051680078
"29213",54467,"Missouri","Taney",4.8684784346
"29215",42870,"Missouri","Texas",5.4160549204
"29217",53318,"Missouri","Vernon",5.1093724498
"29219",75531,"Missouri","Warren",4.4897359272
"29221",49364,"Missouri","Washington",5.4715751451
"29223",42758,"Missouri","Wayne",5.841915142
"29225",65103,"Missouri","Webster",4.8427948591
"29227",43536,"Missouri","Worth",5.0028203107
"29229",43573,"Missouri","Wright",5.638817949
"29510",52941,"Missouri","St. Louis City",4.5816858193
"30001",55867,"Montana","Beaverhead",3.9878066543
"30003",52463,"Montana","Big Horn",5.6387431061
"30005",58507,"Montana","Blaine",5.070065937
"30007",61679,"Montana","Broadwater",3.9143023229
"30009",66780,"Montana","Carbon",3.6959370668
"30011",46486,"Montana","Carter",4.2044340327
"30013",61351,"Montana","Cascade",4.3375022455
"30015",51791,"Montana","Chouteau",4.5880814088
"30017",61114,"Montana","Custer",3.9414201767
"30019",47378,"Montana","Daniels",4.0904133978
"30021",68168,"Montana","Dawson",3.7156845104
"30023",46436,"Montana","Deer Lodge",4.591815717
"30025",79750,"Montana","Fallon",3.8497948443
"30027",58321,"Montana","Fergus",3.9799512498
"30029",68025,"Montana","Flathead",3.9962038211
"30031",83434,"Montana","Gallatin",3.4340767925
"30033",61786,"Montana","Garfield",4.0206588995
"30035",41078,"Montana","Glacier",5.9185515663
"30037",54792,"Montana","Golden Valley",4.207808952
"30039",53917,"Montana","Granite",4.2305284676
"30041",58427,"Montana","Hill",4.6903243916
"30043",73875,"Montana","Jefferson",3.441707414
"30045",58750,"Montana","Judith Basin",3.9808637242
"30047",58009,"Montana","Lake",4.5840422893
"30049",71967,"Montana","Lewis and Clark",3.6625656102
"30051",48047,"Montana","Liberty",5.0574439252
"30053",44593,"Montana","Lincoln",4.484084302
"30055",79022,"Montana","McCone",3.5580459779
"30057",61226,"Montana","Madison",3.5544914816
"30059",55753,"Montana","Meagher",3.9039107473
"30061",56098,"Montana","Mineral",4.0429367136
"30063",66840,"Montana","Missoula",3.9421875416
"30065",54875,"Montana","Musselshell",4.3549996145
"30067",67602,"Montana","Park",3.5725189584
"30069",57981,"Montana","Petroleum",3.9030651853
"30071",61250,"Montana","Phillips",4.0275814563
"30073",59861,"Montana","Pondera",4.62512683
"30075",60313,"Montana","Powder River",4.0319557824
"30077",60994,"Montana","Powell",4.0285144594
"30079",44107,"Montana","Prairie",4.9055844508
"30081",67424,"Montana","Ravalli",3.7282481308
"30083",67515,"Montana","Richland",3.9600546445
"30085",51038,"Montana","Roosevelt",5.5551460193
"30087",57656,"Montana","Rosebud",5.1626613407
"30089",47110,"Montana","Sanders",4.8618736981
"30091",67457,"Montana","Sheridan",3.9376210619
"30093",56297,"Montana","Silver Bow",4.1809505745
"30095",78380,"Montana","Stillwater",3.6660049646
"30097",64872,"Montana","Sweet Grass",3.8710820936
"30099",65224,"Montana","Teton",4.1336186517
"30101",54040,"Montana","Toole",4.3892359194
"30103",70096,"Montana","Treasure",3.9947116763
"30105",59725,"Montana","Valley",4.162445615
"30107",48272,"Montana","Wheatland",4.4934514729
"30109",58750,"Montana","Wibaux",4.2386613399
"30111",72300,"Montana","Yellowstone",4.0125373372
"31001",61502,"Nebraska","Adams",3.8305062656
"31003",61924,"Nebraska","Antelope",3.7115176869
"31005",66667,"Nebraska","Arthur",3.6128986831
"31007",62375,"Nebraska","Banner",3.3900004204
"31009",52083,"Nebraska","Blaine",3.887890346
"31011",66800,"Nebraska","Boone",3.7169151788
"31013",67893,"Nebraska","Box Butte",3.9582498333
"31015",57120,"Nebraska","Boyd",3.7453925916
"31017",44267,"Nebraska","Brown",3.8247677462
"31019",70093,"Nebraska","Buffalo",3.785706336
"31021",54950,"Nebraska","Burt",3.7776770546
"31023",75690,"Nebraska","Butler",3.5598189366
"31025",87673,"Nebraska","Cass",3.3989847244
"31027",72035,"Nebraska","Cedar",3.3822915126
"31029",57313,"Nebraska","Chase",3.83925208
"31031",62373,"Nebraska","Cherry",3.8212823592
"31033",54038,"Nebraska","Cheyenne",3.8417887866
"31035",73933,"Nebraska","Clay",3.6898647844
"31037",71205,"Nebraska","Colfax",4.1393388742
"31039",68917,"Nebraska","Cuming",3.4738060427
"31041",62288,"Nebraska","Custer",3.6989517455
"31043",66112,"Nebraska","Dakota",3.8401610705
"31045",53760,"Nebraska","Dawes",3.7088139106
"31047",67462,"Nebraska","Dawson",4.0814935109
"31049",58875,"Nebraska","Deuel",3.6882734257
"31051",60568,"Nebraska","Dixon",3.8974684732
"31053",66793,"Nebraska","Dodge",3.6121670847
"31055",76083,"Nebraska","Douglas",3.5700991794
"31057",58977,"Nebraska","Dundy",3.6106463569
"31059",72335,"Nebraska","Fillmore",3.5286376502
"31061",55625,"Nebraska","Franklin",3.9365502513
"31063",62928,"Nebraska","Frontier",3.7221339011
"31065",58895,"Nebraska","Furnas",3.8000632574
"31067",60035,"Nebraska","Gage",3.9051026118
"31069",47139,"Nebraska","Garden",4.184598698
"31071",64957,"Nebraska","Garfield",3.4078442911
"31073",76583,"Nebraska","Gosper",3.4935323213
"31075",65139,"Nebraska","Grant",3.6668288294
"31077",52813,"Nebraska","Greeley",3.7705617407
"31079",63553,"Nebraska","Hall",3.9112865575
"31081",73254,"Nebraska","Hamilton",3.5334389595
"31083",64583,"Nebraska","Harlan",3.5314499957
"31085",59405,"Nebraska","Hayes",3.9193948334
"31087",49456,"Nebraska","Hitchcock",3.8852387862
"31089",66325,"Nebraska","Holt",3.5792701138
"31091",43333,"Nebraska","Hooker",3.701071695
"31093",70766,"Nebraska","Howard",3.5800648706
"31095",54494,"Nebraska","Jefferson",3.8033535544
"31097",64352,"Nebraska","Johnson",3.5664935994
"31099",74276,"Nebraska","Kearney",3.5757925645
"31101",59511,"Nebraska","Keith",3.8197390184
"31103",63977,"Nebraska","Keya Paha",4.0493500045
"31105",53151,"Nebraska","Kimball",4.2581724956
"31107",61250,"Nebraska","Knox",4.0806524778
"31109",70387,"Nebraska","Lancaster",3.6778782233
"31111",63019,"Nebraska","Lincoln",4.0680151393
"31113",69250,"Nebraska","Logan",3.3846462579
"31115",50000,"Nebraska","Loup",3.6685673172
"31117",58250,"Nebraska","McPherson",3.7990978522
"31119",61139,"Nebraska","Madison",3.866058625
"31121",57873,"Nebraska","Merrick",3.7906081086
"31123",57325,"Nebraska","Morrill",3.8833477746
"31125",60054,"Nebraska","Nance",3.935100286
"31127",57196,"Nebraska","Nemaha",3.9547929266
"31129",66000,"Nebraska","Nuckolls",3.5566142299
"31131",73031,"Nebraska","Otoe",3.6073437964
"31133",55833,"Nebraska","Pawnee",4.1346577408
"31135",61786,"Nebraska","Perkins",3.6485624768
"31137",65114,"Nebraska","Phelps",3.6617624451
"31139",65603,"Nebraska","Pierce",3.6133475118
"31141",69943,"Nebraska","Platte",3.8961441587
"31143",67695,"Nebraska","Polk",3.6408906034
"31145",58344,"Nebraska","Red Willow",3.6976834723
"31147",50321,"Nebraska","Richardson",4.1440364041
"31149",57566,"Nebraska","Rock",3.5902878972
"31151",71104,"Nebraska","Saline",3.9593395953
"31153",95911,"Nebraska","Sarpy",3.2412275884
"31155",84474,"Nebraska","Saunders",3.3366918343
"31157",60137,"Nebraska","Scotts Bluff",4.0969038057
"31159",79677,"Nebraska","Seward",3.4131320627
"31161",53609,"Nebraska","Sheridan",4.0004834742
"31163",60194,"Nebraska","Sherman",3.8793531764
"31165",50833,"Nebraska","Sioux",4.1769301766
"31167",76035,"Nebraska","Stanton",3.5388199345
"31169",60305,"Nebraska","Thayer",3.8352176165
"31171",70069,"Nebraska","Thomas",3.4295273084
"31173",63459,"Nebraska","Thurston",4.9250150167
"31175",62321,"Nebraska","Valley",3.7652088023
"31177",89671,"Nebraska","Washington",3.2957370674
"31179",64951,"Nebraska","Wayne",3.7882337237
"31181",62571,"Nebraska","Webster",3.6636049359
"31183",59167,"Nebraska","Wheeler",3.6107667103
"31185",72914,"Nebraska","York",3.3501709762
"32001",69922,"Nevada","Churchill",4.5110887014
"32003",69911,"Nevada","Clark",4.9615146495
"32005",84262,"Nevada","Douglas",4.1556369808
"32007",87755,"Nevada","Elko",4.4211771095
"32009",40694,"Nevada","Esmeralda",5.2532084398
"32011",73929,"Nevada","Eureka",4.8407592978
"32013",75574,"Nevada","Humboldt",4.6242379151
"32015",92388,"Nevada","Lander",4.7409376236
"32017",67412,"Nevada","Lincoln",4.3911904377
"32019",70026,"Nevada","Lyon",4.7562656271
"32021",46625,"Nevada","Mineral",5.4665992093
"32023",53602,"Nevada","Nye",5.0310184402
"32027",66304,"Nevada","Pershing",4.6282986155
"32029",86932,"Nevada","Storey",4.1962452526
"32031",81531,"Nevada","Washoe",4.3295192639
"32033",71297,"Nevada","White Pine",4.8054094249
"32510",67465,"Nevada","Carson City",4.6211538763
"33001",80719,"New Hampshire","Belknap",3.8981918176
"33003",77049,"New Hampshire","Carroll",3.5014588745
"33005",76551,"New Hampshire","Cheshire",3.8826219051
"33007",55247,"New Hampshire","Coos",4.4400595399
"33009",79949,"New Hampshire","Grafton",3.4283239498
"33011",95112,"New Hampshire","Hillsborough",3.4868986164
"33013",88806,"New Hampshire","Merrimack",3.7429594764
"33015",110225,"New Hampshire","Rockingham",3.6067619729
"33017",83212,"New Hampshire","Strafford",3.7793220104
"33019",70788,"New Hampshire","Sullivan",4.0331042092
"34001",73113,"New Jersey","Atlantic",4.0530038812
"34003",118714,"New Jersey","Bergen",3.4230991575
"34005",102615,"New Jersey","Burlington",3.5494273388
"34007",82005,"New Jersey","Camden",4.0535185675
"34009",83870,"New Jersey","Cape May",3.8750535716
"34011",62310,"New Jersey","Cumberland",4.4829061944
"34013",73785,"New Jersey","Essex",3.9981957653
"34015",99668,"New Jersey","Gloucester",3.605807
"34017",86854,"New Jersey","Hudson",3.839750237
"34019",133534,"New Jersey","Hunterdon",3.1056057709
"34021",92697,"New Jersey","Mercer",3.7996567068
"34023",105206,"New Jersey","Middlesex",3.3973924977
"34025",118527,"New Jersey","Monmouth",3.3461407802
"34027",130808,"New Jersey","Morris",3.0803797159
"34029",82379,"New Jersey","Ocean",3.9186173632
"34031",84465,"New Jersey","Passaic",4.3049840312
"34033",73378,"New Jersey","Salem",4.2325059875
"34035",131948,"New Jersey","Somerset",2.892996505
"34037",111094,"New Jersey","Sussex",3.4335656114
"34039",95000,"New Jersey","Union",3.6531379995
"34041",92620,"New Jersey","Warren",3.5243449348
"35001",62220,"New Mexico","Bernalillo",4.3128328007
"35003",44777,"New Mexico","Catron",5.1002332298
"35005",49673,"New Mexico","Chaves",4.882402032
"35006",49866,"New Mexico","Cibola",5.4930712624
"35007",46286,"New Mexico","Colfax",4.6171900766
"35009",55427,"New Mexico","Curry",4.7963836471
"35011",34702,"New Mexico","De Baca",4.9194807615
"35013",51232,"New Mexico","Dona Ana",4.5880311586
"35015",77458,"New Mexico","Eddy",4.5558908824
"35017",44895,"New Mexico","Grant",4.8671537509
"35019",38713,"New Mexico","Guadalupe",4.9606056275
"35021",39489,"New Mexico","Harding",4.6732227657
"35023",53651,"New Mexico","Hidalgo",5.0871263075
"35025",65855,"New Mexico","Lea",4.7990382399
"35027",47919,"New Mexico","Lincoln",4.643447382
"35028",135801,"New Mexico","Los Alamos",2.9075849605
"35029",38241,"New Mexico","Luna",5.6908675342
"35031",44029,"New Mexico","McKinley",6.2938913082
"35033",40231,"New Mexico","Mora",4.7856343963
"35035",50833,"New Mexico","Otero",4.6047593824
"35037",38998,"New Mexico","Quay",4.9887738195
"35039",52031,"New Mexico","Rio Arriba",5.0273286848
"35041",52644,"New Mexico","Roosevelt",4.7518779328
"35043",76424,"New Mexico","Sandoval",4.377108857
"35045",50734,"New Mexico","San Juan",5.4398286698
"35047",43490,"New Mexico","San Miguel",5.2112599147
"35049",70522,"New Mexico","Santa Fe",4.2077820334
"35051",35256,"New Mexico","Sierra",4.8322620907
"35053",40699,"New Mexico","Socorro",5.4076757047
"35055",55145,"New Mexico","Taos",4.4561577552
"35057",50727,"New Mexico","Torrance",5.1621173745
"35059",41714,"New Mexico","Union",4.9117477887
"35061",56246,"New Mexico","Valencia",4.6098676949
"36001",78829,"New York","Albany",3.6569290261
"36003",58725,"New York","Allegany",4.4234105208
"36005",47036,"New York","Bronx",5.139964828
"36007",58317,"New York","Broome",4.1610765418
"36009",56889,"New York","Cattaraugus",4.5320813555
"36011",63227,"New York","Cayuga",4.4481191882
"36013",54625,"New York","Chautauqua",4.4129328632
"36015",61358,"New York","Chemung",4.2616451177
"36017",61741,"New York","Chenango",4.3754668629
"36019",67097,"New York","Clinton",4.0268932384
"36021",81741,"New York","Columbia",3.8397520041
"36023",65029,"New York","Cortland",4.1399701225
"36025",58338,"New York","Delaware",4.4911108671
"36027",94578,"New York","Dutchess",3.9453868121
"36029",68014,"New York","Erie",4.081943502
"36031",68090,"New York","Essex",4.0886844148
"36033",60270,"New York","Franklin",4.6124542095
"36035",60557,"New York","Fulton",4.1638855566
"36037",68178,"New York","Genesee",4.0621412454
"36039",70294,"New York","Greene",4.0581157396
"36041",66891,"New York","Hamilton",4.2453996422
"36043",68104,"New York","Herkimer",4.1423039256
"36045",62782,"New York","Jefferson",4.0191951279
"36047",74692,"New York","Kings",4.1681079602
"36049",64401,"New York","Lewis",4.1647594126
"36051",70443,"New York","Livingston",4.0865648355
"36053",68869,"New York","Madison",3.9602296043
"36055",71450,"New York","Monroe",3.52543581
"36057",58033,"New York","Montgomery",4.6227102195
"36059",137709,"New York","Nassau",3.5747737949
"36061",99880,"New York","New York",3.7957380503
"36063",65882,"New York","Niagara",4.0080942539
"36065",66402,"New York","Oneida",4.0009182708
"36067",71479,"New York","Onondaga",3.9925686994
"36069",76603,"New York","Ontario",3.7450281234
"36071",91806,"New York","Orange",3.8928762462
"36073",61069,"New York","Orleans",4.411601573
"36075",65054,"New York","Oswego",4.1133011569
"36077",65778,"New York","Otsego",4.2296271203
"36079",120970,"New York","Putnam",3.339250487
"36081",82431,"New York","Queens",4.0322776141
"36083",83734,"New York","Rensselaer",4.0011810863
"36085",96185,"New York","Richmond",3.831365291
"36087",106173,"New York","Rockland",3.8609441725
"36089",58339,"New York","St. Lawrence",4.1475075743
"36091",97038,"New York","Saratoga",3.4119877693
"36093",75056,"New York","Schenectady",3.7449084433
"36095",71479,"New York","Schoharie",3.9773002137
"36097",61316,"New York","Schuyler",4.3078209969
"36099",64050,"New York","Seneca",4.291352647
"36101",62506,"New York","Steuben",4.090271169
"36103",122498,"New York","Suffolk",3.7009486936
"36105",67841,"New York","Sullivan",4.1797439653
"36107",70427,"New York","Tioga",3.9446070875
"36109",69995,"New York","Tompkins",3.8854440176
"36111",77197,"New York","Ulster",3.9691282518
"36113",74531,"New York","Warren",3.7851414466
"36115",68703,"New York","Washington",4.0361116366
"36117",71007,"New York","Wayne",4.0869053744
"36119",114651,"New York","Westchester",3.2781061106
"36121",65066,"New York","Wyoming",4.1644077536
"36123",63974,"New York","Yates",4.4431208285
"37001",60866,"North Carolina","Alamance",4.1248293062
"37003",62764,"North Carolina","Alexander",4.1850326423
"37005",42115,"North Carolina","Alleghany",4.6375572096
"37007",42000,"North Carolina","Anson",4.6579656971
"37009",49176,"North Carolina","Ashe",4.2034356846
"37011",53513,"North Carolina","Avery",4.2230197161
"37013",56081,"North Carolina","Beaufort",4.2996660822
"37015",41652,"North Carolina","Bertie",4.7022071395
"37017",40476,"North Carolina","Bladen",4.6256598671
"37019",71193,"North Carolina","Brunswick",3.6548657864
"37021",66531,"North Carolina","Buncombe",3.7721168527
"37023",53732,"North Carolina","Burke",4.4646320141
"37025",83828,"North Carolina","Cabarrus",3.5183309357
"37027",52362,"North Carolina","Caldwell",4.479213936
"37029",79120,"North Carolina","Camden",3.6568466655
"37031",66965,"North Carolina","Carteret",3.8276417875
"37033",56999,"North Carolina","Caswell",4.2058362907
"37035",62070,"North Carolina","Catawba",3.9262983502
"37037",84222,"North Carolina","Chatham",3.5994132676
"37039",49254,"North Carolina","Cherokee",4.3677050603
"37041",51188,"North Carolina","Chowan",4.4692715896
"37043",57065,"North Carolina","Clay",4.0885809585
"37045",50723,"North Carolina","Cleveland",4.4385782591
"37047",43206,"North Carolina","Columbus",4.83449378
"37049",61676,"North Carolina","Craven",4.0534352557
"37051",55551,"North Carolina","Cumberland",4.3404621578
"37053",82793,"North Carolina","Currituck",3.6068887937
"37055",79742,"North Carolina","Dare",3.386757166
"37057",58473,"North Carolina","Davidson",4.0610346507
"37059",69105,"North Carolina","Davie",3.8715793246
"37061",49376,"North Carolina","Duplin",4.5717100412
"37063",74927,"North Carolina","Durham",3.5182218252
"37065",46370,"North Carolina","Edgecombe",4.6834687958
"37067",61229,"North Carolina","Forsyth",3.9458900298
"37069",70493,"North Carolina","Franklin",4.0049350118
"37071",62628,"North Carolina","Gaston",4.1908309069
"37073",55750,"North Carolina","Gates",4.3008615234
"37075",46010,"North Carolina","Graham",4.4059461473
"37077",68079,"North Carolina","Granville",4.1424861588
"37079",50320,"North Carolina","Greene",4.7869265967
"37081",62880,"North Carolina","Guilford",3.7609998042
"37083",41629,"North Carolina","Halifax",4.8565297368
"37085",64992,"North Carolina","Harnett",4.3974022196
"37087",56596,"North Carolina","Haywood",4.0635400452
"37089",65508,"North Carolina","Henderson",3.9044068106
"37091",46196,"North Carolina","Hertford",4.5300842273
"37093",57141,"North Carolina","Hoke",4.3764168538
"37095",43724,"North Carolina","Hyde",4.7634030365
"37097",73103,"North Carolina","Iredell",3.7497344122
"37099",51482,"North Carolina","Jackson",4.3351527753
"37101",75288,"North Carolina","Johnston",3.9349884461
"37103",53053,"North Carolina","Jones",4.4440245371
"37105",60941,"North Carolina","Lee",4.4108930378
"37107",43063,"North Carolina","Lenoir",4.6943527426
"37109",75672,"North Carolina","Lincoln",3.8901342285
"37111",53532,"North Carolina","McDowell",4.3817193439
"37113",51042,"North Carolina","Macon",4.1787866278
"37115",56664,"North Carolina","Madison",4.0421219579
"37117",44799,"North Carolina","Martin",4.5972693121
"37119",79265,"North Carolina","Mecklenburg",3.3295980692
"37121",55534,"North Carolina","Mitchell",4.0953115923
"37123",55523,"North Carolina","Montgomery",4.3323053393
"37125",77981,"North Carolina","Moore",3.633042993
"37127",56770,"North Carolina","Nash",4.1170280471
"37129",67515,"North Carolina","New Hanover",3.6857546616
"37131",45698,"North Carolina","Northampton",4.5960558327
"37133",59976,"North Carolina","Onslow",3.9771588956
"37135",85785,"North Carolina","Orange",3.3315529238
"37137",55867,"North Carolina","Pamlico",4.1782728662
"37139",61411,"North Carolina","Pasquotank",3.8713079732
"37141",74538,"North Carolina","Pender",3.8853630935
"37143",59401,"North Carolina","Perquimans",4.1807747707
"37145",60688,"North Carolina","Person",4.1910962273
"37147",54915,"North Carolina","Pitt",4.0353154152
"37149",60465,"North Carolina","Polk",3.8412881003
"37151",56423,"North Carolina","Randolph",4.3981811984
"37153",42354,"North Carolina","Richmond",4.7341476449
"37155",39393,"North Carolina","Robeson",5.1796599667
"37157",50737,"North Carolina","Rockingham",4.4762142004
"37159",59717,"North Carolina","Rowan",4.2191665744
"37161",50512,"North Carolina","Rutherford",4.6010181747
"37163",49963,"North Carolina","Sampson",4.6271690789
"37165",41948,"North Carolina","Scotland",5.0550554403
"37167",60634,"North Carolina","Stanly",4.2420112456
"37169",57539,"North Carolina","Stokes",4.2086913226
"37171",52743,"North Carolina","Surry",4.571655499
"37173",52818,"North Carolina","Swain",4.9689753278
"37175",62056,"North Carolina","Transylvania",3.8295906735
"37177",55341,"North Carolina","Tyrrell",4.4588096581
"37179",95533,"North Carolina","Union",3.3681604393
"37181",48340,"North Carolina","Vance",4.4220466716
"37183",96734,"North Carolina","Wake",3.2049734415
"37185",42282,"North Carolina","Warren",4.8465571949
"37187",38927,"North Carolina","Washington",4.6677258748
"37189",50034,"North Carolina","Watauga",4.1666405482
"37191",54323,"North Carolina","Wayne",4.3156920842
"37193",49119,"North Carolina","Wilkes",4.5910339168
"37195",49827,"North Carolina","Wilson",4.5585481956
"37197",57486,"North Carolina","Yadkin",4.3654830701
"37199",53103,"North Carolina","Yancey",4.2955170825
"38001",57950,"North Dakota","Adams",3.7622043842
"38003",64447,"North Dakota","Barnes",3.4962726295
"38005",63220,"North Dakota","Benson",5.1077266715
"38007",74000,"North Dakota","Billings",3.2870418713
"38009",80113,"North Dakota","Bottineau",3.5269411997
"38011",79709,"North Dakota","Bowman",3.7498600319
"38013",94583,"North Dakota","Burke",3.3269147871
"38015",82141,"North Dakota","Burleigh",3.3818312294
"38017",73249,"North Dakota","Cass",3.4115589372
"38019",61174,"North Dakota","Cavalier",3.4893290833
"38021",60250,"North Dakota","Dickey",3.64816119
"38023",95938,"North Dakota","Divide",3.6370659367
"38025",91758,"North Dakota","Dunn",3.4853412012
"38027",50375,"North Dakota","Eddy",4.0082300862
"38029",63750,"North Dakota","Emmons",3.6217369283
"38031",78426,"North Dakota","Foster",3.4999855777
"38033",84750,"North Dakota","Golden Valley",3.6997964513
"38035",64698,"North Dakota","Grand Forks",3.694657929
"38037",57069,"North Dakota","Grant",3.811209756
"38039",66688,"North Dakota","Griggs",3.4528957056
"38041",66797,"North Dakota","Hettinger",3.8268826102
"38043",57240,"North Dakota","Kidder",3.8020765991
"38045",70227,"North Dakota","LaMoure",3.5703261361
"38047",59750,"North Dakota","Logan",3.7365700659
"38049",78071,"North Dakota","McHenry",3.6808982005
"38051",64375,"North Dakota","McIntosh",3.8568844932
"38053",83813,"North Dakota","McKenzie",3.8110111289
"38055",80556,"North Dakota","McLean",3.5011929396
"38057",82155,"North Dakota","Mercer",3.7367656002
"38059",79555,"North Dakota","Morton",3.438947989
"38061",81886,"North Dakota","Mountrail",4.0847269551
"38063",62219,"North Dakota","Nelson",3.4321290241
"38065",69722,"North Dakota","Oliver",3.5270933777
"38067",64243,"North Dakota","Pembina",3.8150082745
"38069",59583,"North Dakota","Pierce",3.4232618602
"38071",61490,"North Dakota","Ramsey",3.6222115192
"38073",71462,"North Dakota","Ransom",3.5663116085
"38075",77067,"North Dakota","Renville",3.3803804543
"38077",67089,"North Dakota","Richland",3.660573903
"38079",53806,"North Dakota","Rolette",5.4311497865
"38081",75648,"North Dakota","Sargent",3.2573597547
"38083",68684,"North Dakota","Sheridan",3.6924169551
"38085",41201,"North Dakota","Sioux",6.328362121
